,nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_re,beta_0,beta_1
0,1.107298731803894,0.1738119721412658,0.2229812075772005,-56.10912322998047,0.0,0.0,0.0,0.0,0.0
1,1.1460524797439575,0.1767404377460479,0.1965774529454472,-52.71454620361328,0.0,0.0,0.0,0.0,0.0
2,1.1377136707305908,0.1726505160331726,0.2333309686772957,-57.23303985595703,0.0,0.0,0.0,0.0,0.0
3,1.308775782585144,0.1730374246835708,0.2298909112617131,-59.99357604980469,0.0,0.0,0.0,0.0,0.0
4,0.9874008297920228,0.1733026504516601,0.2275282109160884,-58.02347946166992,0.0,0.0,0.0,0.0,0.0
5,1.0488803386688232,0.1730208843946457,0.2300381370286728,-60.19934844970703,0.0,0.0,0.0,0.0,0.0
6,1.2518419027328491,0.170338749885559,0.25372473896426,-61.98966979980469,0.0,0.0,0.0,0.0,0.0
7,0.8559582829475403,0.1662440299987793,0.2891723126764122,-63.24602127075195,0.0,0.0,0.0,0.0,0.0
8,1.117058515548706,0.1719099581241607,0.23989378180177,-57.93555068969727,0.0,0.0,0.0,0.0,0.0
9,1.1310229301452637,0.174380749464035,0.2178873806603969,-65.291748046875,0.0,0.0,0.0,0.0,0.0
10,0.6046001315116882,0.0901976749300956,0.7907512988978662,-18.553258895874023,0.3392668068408966,0.0712749809026718,0.8742854585718711,0.0,0.0
11,0.5584611892700195,0.0893464833498001,0.7946820037800147,-18.627338409423828,0.3527858257293701,0.0716314315795898,0.8730248904353621,0.0,0.0
12,0.8332395553588867,0.0867638438940048,0.8063801872719243,-16.56206703186035,0.3687759041786194,0.071495734155178,0.8735055617180689,0.0,0.0
13,0.6037675142288208,0.0878279656171798,0.8016017909695815,-17.470989227294922,0.341895043849945,0.0708795636892318,0.8756764913329506,0.0,0.0
14,0.5902291536331177,0.0884533822536468,0.7987661855695398,-18.94199180603028,0.3690497577190399,0.0708832070231437,0.8756637213063858,0.0,0.0
15,0.6593539714813232,0.0883267968893051,0.7993417206769624,-18.895631790161133,0.3949467539787292,0.073475994169712,0.8664013353584032,0.0,0.0
16,0.7631204724311829,0.0895723700523376,0.7936424780188408,-17.912734985351562,0.4413974583148956,0.0948455482721328,0.7773897556492124,0.0,0.0
17,0.5736395120620728,0.0863380059599876,0.8082761570653434,-17.37982177734375,0.4045054912567138,0.0708739832043647,0.8756960860711278,0.0,0.0
18,0.6906353235244751,0.0870168879628181,0.805249186357295,-16.45592498779297,0.3457821011543274,0.0710763186216354,0.8749853139488442,0.0,0.0
19,0.6442846655845642,0.0858872532844543,0.8102727898138983,-16.802818298339844,0.3299458026885986,0.0707791447639465,0.8760285099828693,0.0,0.0
20,0.6645344495773315,0.1015221327543258,0.7349098417613051,-29.356204986572266,0.3375599086284637,0.0712630674242973,0.8743275289577255,59.64215284582501,1.2517825022780231
21,0.8020817637443542,0.1024863868951797,0.7298502971777097,-27.341289520263672,0.3406061232089996,0.0708246752619743,0.8758689536533795,66.95816350859735,1.248748031623092
22,0.6550672650337219,0.0973805636167526,0.7560972564426001,-26.43782424926757,0.3667489290237427,0.0714994519948959,0.8734923894237734,62.60571966048558,1.2507257605918298
23,0.795893669128418,0.0990206077694892,0.7478126469669959,-25.356910705566406,0.3410565555095672,0.0708697587251663,0.8757108619783439,60.58356323052698,1.2517700084568295
24,1.1438242197036743,0.0956362709403038,0.7647565757106504,-24.425682067871094,0.3717304766178131,0.0708740055561065,0.8756959713917686,58.09047650311796,1.253035123957306
25,0.6404192447662354,0.0995646938681602,0.7450336575936488,-27.782602310180664,0.379775732755661,0.0713883563876152,0.8738852149370344,67.84965020201045,1.2488596232560374
26,1.0904041528701782,0.0976163819432258,0.7549145320857027,-23.791236877441406,0.3775611519813537,0.0712021812796592,0.8745421599838152,54.47303363393586,1.249526214120172
27,0.5298687219619751,0.0967917591333389,0.7590378153148054,-27.31197166442871,0.4054673314094543,0.0708813890814781,0.8756700623428125,62.05535904058294,1.2505192885149727
28,0.6466214656829834,0.1001489013433456,0.7420327415118947,-23.25465202331543,0.3417248427867889,0.071063682436943,0.8750297664382797,57.39437935651214,1.2520837983159667
29,0.7543978095054626,0.10221453011035919,0.7312816060881482,-25.28484535217285,0.32501208782196045,0.07081890851259232,0.8758891765096227,71.2396614717464,1.2469929518632503
