,num_sample,problem,seed
935,32,mf_Sixhump,2
936,34,mf_Sixhump,2
937,36,mf_Sixhump,2
938,38,mf_Sixhump,2
939,40,mf_Sixhump,2
940,2,mf_Sixhump,3
941,4,mf_Sixhump,3
942,6,mf_Sixhump,3
943,8,mf_Sixhump,3
944,10,mf_Sixhump,3
945,12,mf_Sixhump,3
946,14,mf_Sixhump,3
947,16,mf_Sixhump,3
948,18,mf_Sixhump,3
949,20,mf_Sixhump,3
950,22,mf_Sixhump,3
951,24,mf_Sixhump,3
952,26,mf_Sixhump,3
953,28,mf_Sixhump,3
954,30,mf_Sixhump,3
955,32,mf_Sixhump,3
956,34,mf_Sixhump,3
957,36,mf_Sixhump,3
958,38,mf_Sixhump,3
959,40,mf_Sixhump,3
960,2,mf_Sixhump,4
961,4,mf_Sixhump,4
962,6,mf_Sixhump,4
963,8,mf_Sixhump,4
964,10,mf_Sixhump,4
965,12,mf_Sixhump,4
966,14,mf_Sixhump,4
967,16,mf_Sixhump,4
968,18,mf_Sixhump,4
969,20,mf_Sixhump,4
970,22,mf_Sixhump,4
971,24,mf_Sixhump,4
972,26,mf_Sixhump,4
973,28,mf_Sixhump,4
974,30,mf_Sixhump,4
975,32,mf_Sixhump,4
976,34,mf_Sixhump,4
977,36,mf_Sixhump,4
978,38,mf_Sixhump,4
979,40,mf_Sixhump,4
980,2,mf_Sixhump,5
981,4,mf_Sixhump,5
982,6,mf_Sixhump,5
983,8,mf_Sixhump,5
984,10,mf_Sixhump,5
985,12,mf_Sixhump,5
986,14,mf_Sixhump,5
987,16,mf_Sixhump,5
988,18,mf_Sixhump,5
989,20,mf_Sixhump,5
990,22,mf_Sixhump,5
991,24,mf_Sixhump,5
992,26,mf_Sixhump,5
993,28,mf_Sixhump,5
994,30,mf_Sixhump,5
995,32,mf_Sixhump,5
996,34,mf_Sixhump,5
997,36,mf_Sixhump,5
998,38,mf_Sixhump,5
999,40,mf_Sixhump,5
