nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.53649503,0.06725994,0.9543251058463978,-8.772708,0.37669364,0.0458169,0.9808301113516739,-5.0,1.3048718850568861
