nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.8102225,0.0827661,0.9308376686743123,-10.023086,0.40484113,0.06637796,0.9597638840855045,-5.0,1.2875088523473237
