nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.8763888,0.08969483,0.7930778900442477,-50.54976,0.40257013,0.14657927,0.46813827848618195,-5.0,1.1337201764846763
