,nrmse,nmae,r2,lf_time,hf_time
hierarchical_kriging,0.02275936817417398,0.09467896769582565,0.9998253561615252,0.796051025390625,0.050899505615234375
co_kriging,0.022750919707761053,0.09462569833360016,0.9998254857959454,0.31711840629577637,0.4285259246826172
scaled_kriging,0.9723472869881604,2.214434141503538,0.6812312944191015,0.6310632228851318,0.08942365646362305
krr_lr_gpr,0.007260479255726432,0.017530855041700887,0.9999822268894117,0.0010535717010498047,0.0859370231628418
