,progress,normalized_mae,normalized_rmse,r2,log_likelihood,learned_noise_std,cpu_time
1012,finished,0.0048845985956038,0.0004873634529177,0.9999998079501924,-857.3997189566767,0.303074397989137,33.995498180389404
1013,finished,0.0109571947742211,0.0008454503290882,0.9999994220581356,-1832.0266709530167,0.5795668938572424,36.18311142921448
1014,finished,0.0035534847369182,0.0002607654726952,0.9999999450195698,1050.443243946978,0.1315253043392953,25.732094526290894
1015,finished,0.0031947497016482,0.0004466166572432,0.9999998387210108,-732.3661880314713,0.3362294953886468,29.442628622055054
1016,finished,0.0044849499311732,0.0008789927915122,0.999999375289815,-1795.8515190773142,0.5081473839452109,38.09076118469238
1017,finished,0.0071763847769286,0.0003674421070804,0.9999998908344002,875.4880713717573,0.1206814565313302,27.99956536293029
1018,finished,0.0043121144610841,0.0004112932307243,0.999999863223627,-731.1807190506172,0.3396908960290556,33.9181272983551
1019,finished,0.0083779182535273,0.000778184031097,0.9999995103648488,-1740.4465713264212,0.5390974145603272,37.44708037376404
1020,finished,0.208046310713741,0.0500882889217329,0.9979714750608676,-8054.314170620762,5.984989023122437,5.518943309783936
1021,finished,0.2091702482500421,0.0498973396003602,0.997986912087727,-8047.349515702943,5.567981712366676,8.769165754318237
1022,finished,0.2080921343378661,0.0509814002867169,0.9978984899107404,-8117.629276218705,6.288795561382408,5.69894814491272
1023,finished,0.0169325596387866,0.0030522325685058,0.9999924674295216,-2530.3686000734488,0.4561494004806749,8.41337537765503
1024,finished,0.0152006928163508,0.0026112627532453,0.9999944867319536,-2584.153409032275,0.3173081999054281,6.495095491409302
1025,finished,0.0721918541935248,0.0079298783574209,0.9999491558477696,-62801.05887058381,0.0051160030988807,6.762510061264038
1026,finished,0.0751023074618301,0.0062574712343888,0.999968340381066,-1731.415615806628,0.119605092864448,7.457914113998413
1027,finished,0.1216979247015076,0.0103047290587036,0.99991414193146,-2990.8288190129533,0.3174251320701691,6.11167573928833
1028,finished,0.0968450788014953,0.0093936436391829,0.9999286529336024,-7604.744070724306,0.1356134641108843,7.796556234359741
