,mkg_normalized_mae,mkg_normalized_rmse,mkg_r2,mkg_mean_log_likelihood,mkg_lf_training_time,mkg_hf_training_time,mkg_inference_time,mkg_learned_noise_std,ck_normalized_mae,ck_normalized_rmse,ck_r2,ck_mean_log_likelihood,ck_lf_training_time,ck_hf_training_time,ck_inference_time,ck_learned_noise_std,hk_normalized_mae,hk_normalized_rmse,hk_r2,hk_mean_log_likelihood,hk_lf_training_time,hk_hf_training_time,hk_inference_time,hk_learned_noise_std,sk_normalized_mae,sk_normalized_rmse,sk_r2,sk_mean_log_likelihood,sk_lf_training_time,sk_hf_training_time,sk_inference_time,sk_learned_noise_std
0,0.1249167045029639,0.0218912462485932,0.998839875414187,-0.9824307537180762,3.3778319358825684,1.2718486785888672,0.0244195461273193,0.6462989261944956,0.1289145807936937,0.0225501374391875,0.998768988686046,-1.0335601619904375,2.852173328399658,2.050032615661621,0.0292508602142334,0.6746910876404657,0.1283011615374026,0.0229817725661844,0.9987214117677774,-1.0198834201378244,3.14082145690918,1.3083946704864502,0.0186707973480224,0.6576774554089776,0.1549898079233756,0.0283065381558175,0.9980602883406084,-1.204103004803175,3.6711673736572266,1.1718828678131104,0.026637315750122,0.7148953011456305
1,0.156729556178259,0.0241186951250203,0.9985917775171536,-1.0744274750082186,3.953945159912109,1.3113484382629397,0.0249617099761962,0.7295012058667175,0.1354133666022849,0.0206275611539758,0.998969947347586,-0.9949403432010584,5.781744718551636,2.28780460357666,0.0378892421722412,0.6698049449669892,0.1530613951368733,0.0222031363941037,0.9988065827478988,-1.0295850391436092,7.294998168945312,1.1803326606750488,0.0212161540985107,0.6926520158669821,0.1770184106533367,0.0273198214379911,0.9981931613537416,-1.2148865393240176,6.792034149169922,1.0837485790252686,0.0388402938842773,0.7585912507870435
2,0.1335822744445759,0.0249163704573725,0.9984970891602268,-0.9977183214741868,4.84211015701294,1.3150956630706787,0.0186867713928222,0.6375758362619784,0.1323514735346162,0.0210294715735656,0.9989294169135032,-0.9964022421815212,10.770699977874756,2.7067315578460693,0.0520553588867187,0.6638369004393644,0.1375454208545826,0.0244407570224491,0.9985539178506804,-1.032259850491708,10.908303260803224,1.2315595149993896,0.0207822322845459,0.669498064725444,0.1551640652131788,0.0274774553606003,0.9981722504733808,-1.176429858732636,12.254496812820436,1.1917784214019775,0.0467114448547363,0.711143005204631
3,0.1302197766533402,0.0218131345231473,0.9988481396910978,-1.0082649695715762,10.32817840576172,1.2341132164001465,0.028839111328125,0.6583941643086658,0.1470727186133292,0.0214965455016264,0.99888133253655,-1.0044730954563097,18.47429299354553,2.3096513748168945,0.063401460647583,0.6691782039023543,0.1349383585388075,0.0236530938908592,0.998645623001334,-1.0196393662567067,18.88999080657959,1.1331522464752195,0.0247108936309814,0.6690896220813362,0.1616594207280937,0.0280470892963528,0.9980956829643988,-1.184866830001415,21.00238990783692,1.1048948764801023,0.0615081787109375,0.7253431409613729
4,0.1226346344195479,0.0202683734478928,0.9990055076347494,-0.942327537154596,16.44415044784546,1.3830440044403076,0.0406196117401123,0.6221378263270522,0.1300088574506032,0.0205739927056391,0.9989752903616832,-0.9443012488371404,29.25957036018372,2.018726348876953,0.0886354446411132,0.6003634315973757,0.121153909274846,0.0230314425081936,0.9987158790325054,-1.0031667102828212,32.71458435058594,1.174799919128418,0.0322029590606689,0.6430036117599498,0.1376584948072225,0.0241790195044946,0.9985847243674404,-1.1203637272365727,31.977367877960205,1.1316030025482178,0.0887699127197265,0.6707903971124625
5,0.1148669176054689,0.0228391496485033,0.998737232143759,-0.9663379647918756,25.609156131744385,1.3304855823516846,0.0467596054077148,0.6307773724160711,0.1307857503639675,0.0205393879933257,0.9989787345119472,-0.9695224598962005,45.64045572280884,2.3009068965911865,0.1080398559570312,0.6460958488109252,0.1226062850225286,0.0229110250406668,0.9987292717116631,-0.9936429924600724,46.57761263847351,1.182858943939209,0.0355532169342041,0.6485647355195578,0.1610083298919873,0.0277226968045477,0.9981394788618962,-1.1625668650675278,46.87851619720459,1.1170110702514648,0.1035604476928711,0.7056027555057337
6,0.1956206344898002,0.0259612031248292,0.9983684015334368,-1.041889925665782,2.815472364425659,1.289947271347046,0.0131330490112304,0.5399570954849298,0.0997218774973051,0.021690953119373,0.9988610073290756,-0.933973169664726,2.5257227420806885,2.473844051361084,0.0296580791473388,0.535251458087346,0.0851282340788405,0.0213378104934557,0.9988977924906026,-0.9471375286634216,3.173928022384644,1.304924249649048,0.0187103748321533,0.5578188536646279,0.0922766124284802,0.0218096429162322,0.9988485084158704,-1.087152439366826,2.887988805770874,0.9579353332519532,0.0264649391174316,0.5640171621851761
7,0.2576792532160706,0.0236081231703016,0.9986507681556596,-0.9865105596163448,4.631794452667236,1.0320513248443604,0.0232734680175781,0.5717055627952969,0.0943276771120638,0.0232350414575781,0.9986930753131692,-0.9787778426218336,5.23711895942688,2.0509605407714844,0.0376796722412109,0.5856648163998898,0.0919488717331085,0.0226407428000145,0.9987590765249196,-0.9900727783936256,6.261054754257202,1.104773998260498,0.0211474895477294,0.606970094387195,0.1026301157761902,0.0220745908679807,0.9988203613749466,-1.1015815298674698,6.099836826324463,0.9604918956756592,0.0392823219299316,0.566403639631074
8,0.1507149696918496,0.0197413290543446,0.999056555334606,-0.8769752903114222,6.4526526927948,1.3070776462554932,0.0191435813903808,0.4389569089713431,0.0749603112554418,0.0217062911320107,0.9988593959604556,-0.9257270886747494,10.440003156661987,2.596386194229126,0.052220344543457,0.5250542030802421,0.0703204138964463,0.020947491661295,0.9989377476255704,-0.927850763725532,10.890273094177246,1.2726752758026123,0.0228891372680664,0.5432211853949959,0.0960733638567016,0.0217812044870152,0.998851509406052,-1.08947178664833,12.017220258712769,1.0992391109466553,0.0481624603271484,0.5758982239355446
9,0.0832891313552317,0.0220812134585168,0.9988196534628028,-0.9368325481889114,13.850006341934204,1.235149383544922,0.0346441268920898,0.5431932254787302,0.0944563821639682,0.0229050143299069,0.9987299383757056,-0.9566311175905248,18.67402458190918,2.420189619064331,0.0676634311676025,0.5490765424922213,0.0949729862520324,0.022103934606779,0.9988172231048196,-0.9607895909449842,18.24096989631653,1.198329210281372,0.0268158912658691,0.572959261646151,0.1159583120806135,0.0222524336835652,0.998801277412036,-1.0900002438893444,21.04394268989563,1.035874843597412,0.0654244422912597,0.5870238440493982
