,nrmse,nmae,r2,lf_training_time,hf_training_time,noise,mean ll
hierarchical_kriging,0.0912788841880716,0.16816939399718658,0.9971908591810935,18.01504635810852,0.29705166816711426,0.361080572071031,-0.5771578273378004
co_kriging,0.08623791426113797,0.154326255127313,0.9974925669050577,16.426923036575317,0.39663076400756836,0.35050539179474277,-0.49912877736588424
scaled_kriging,0.21627612287526202,0.471256422629034,0.9842293346456314,8.402722835540771,0.27668309211730957,1.1988581548118162,-1.4959650057766294
mf_rbf_kriging,0.12321368570910776,0.3075505614152858,0.9948814050589488,6.764420032501221,0.21548032760620117,0.4440045011635387,-0.6675958962801142
