,nrmse,nmae,r2,cpu_time
hierarchical_kriging,0.022100709006403377,0.09428015708086097,0.9998353183240554,0.5251176357269287
co_kriging,0.02209946748496878,0.09425287441976687,0.9998353368257322,0.9637930393218994
scaled_kriging,0.9723472863546795,2.214434139707599,0.6812312948344549,0.49813318252563477
mf_rbf_kriging,0.005464410406744597,0.016938492495564072,0.9999899325499189,0.2449491024017334
