nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.37229785,0.07275697,0.9851820376797155,1.4231417,0.94887024,0.21346337,0.9703923609060009,-0.41254593014276836,0.8578799943504323
