nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.5404969,0.085352905,0.9796072441875776,1.397379,0.9476339,0.21362802,0.9703466770978082,-0.41285370526396564,0.8610573233324301
