nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.54133445,0.098015055,0.9731078889419262,1.3365614,0.95343244,0.21408184,0.9702205535132554,-0.413454560775988,0.8607115718245505
