nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.43833485,0.08417845,0.9801645900391219,1.3861846,0.9638534,0.21383345,0.970289615529876,-0.4125880817333858,0.8565275162081081
