,method,num_hf,num_lf,problem,seed
356,ck,14,100,Forrester_1a,2
357,ck,16,100,Forrester_1a,2
358,ck,18,100,Forrester_1a,2
359,ck,20,100,Forrester_1a,2
360,ck,2,105,Forrester_1a,2
361,ck,4,105,Forrester_1a,2
362,ck,6,105,Forrester_1a,2
363,ck,8,105,Forrester_1a,2
364,ck,10,105,Forrester_1a,2
365,ck,12,105,Forrester_1a,2
366,ck,14,105,Forrester_1a,2
367,ck,16,105,Forrester_1a,2
368,ck,18,105,Forrester_1a,2
369,ck,20,105,Forrester_1a,2
370,ck,2,110,Forrester_1a,2
371,ck,4,110,Forrester_1a,2
372,ck,6,110,Forrester_1a,2
373,ck,8,110,Forrester_1a,2
374,ck,10,110,Forrester_1a,2
375,ck,12,110,Forrester_1a,2
376,ck,14,110,Forrester_1a,2
377,ck,16,110,Forrester_1a,2
378,ck,18,110,Forrester_1a,2
379,ck,20,110,Forrester_1a,2
380,ck,2,115,Forrester_1a,2
381,ck,4,115,Forrester_1a,2
382,ck,6,115,Forrester_1a,2
383,ck,8,115,Forrester_1a,2
384,ck,10,115,Forrester_1a,2
385,ck,12,115,Forrester_1a,2
386,ck,14,115,Forrester_1a,2
387,ck,16,115,Forrester_1a,2
388,ck,18,115,Forrester_1a,2
389,ck,20,115,Forrester_1a,2
390,ck,2,120,Forrester_1a,2
391,ck,4,120,Forrester_1a,2
392,ck,6,120,Forrester_1a,2
393,ck,8,120,Forrester_1a,2
394,ck,10,120,Forrester_1a,2
395,ck,12,120,Forrester_1a,2
396,ck,14,120,Forrester_1a,2
397,ck,16,120,Forrester_1a,2
398,ck,18,120,Forrester_1a,2
399,ck,20,120,Forrester_1a,2
400,ck,2,25,Forrester_1a,3
401,ck,4,25,Forrester_1a,3
402,ck,6,25,Forrester_1a,3
403,ck,8,25,Forrester_1a,3
404,ck,10,25,Forrester_1a,3
405,ck,12,25,Forrester_1a,3
406,ck,14,25,Forrester_1a,3
407,ck,16,25,Forrester_1a,3
408,ck,18,25,Forrester_1a,3
409,ck,20,25,Forrester_1a,3
410,ck,2,30,Forrester_1a,3
411,ck,4,30,Forrester_1a,3
412,ck,6,30,Forrester_1a,3
413,ck,8,30,Forrester_1a,3
414,ck,10,30,Forrester_1a,3
415,ck,12,30,Forrester_1a,3
416,ck,14,30,Forrester_1a,3
417,ck,16,30,Forrester_1a,3
418,ck,18,30,Forrester_1a,3
419,ck,20,30,Forrester_1a,3
420,ck,2,35,Forrester_1a,3
421,ck,4,35,Forrester_1a,3
422,ck,6,35,Forrester_1a,3
423,ck,8,35,Forrester_1a,3
424,ck,10,35,Forrester_1a,3
425,ck,12,35,Forrester_1a,3
426,ck,14,35,Forrester_1a,3
427,ck,16,35,Forrester_1a,3
428,ck,18,35,Forrester_1a,3
429,ck,20,35,Forrester_1a,3
430,ck,2,40,Forrester_1a,3
431,ck,4,40,Forrester_1a,3
432,ck,6,40,Forrester_1a,3
433,ck,8,40,Forrester_1a,3
434,ck,10,40,Forrester_1a,3
435,ck,12,40,Forrester_1a,3
436,ck,14,40,Forrester_1a,3
437,ck,16,40,Forrester_1a,3
438,ck,18,40,Forrester_1a,3
439,ck,20,40,Forrester_1a,3
440,ck,2,45,Forrester_1a,3
441,ck,4,45,Forrester_1a,3
442,ck,6,45,Forrester_1a,3
443,ck,8,45,Forrester_1a,3
444,ck,10,45,Forrester_1a,3
445,ck,12,45,Forrester_1a,3
446,ck,14,45,Forrester_1a,3
447,ck,16,45,Forrester_1a,3
448,ck,18,45,Forrester_1a,3
449,ck,20,45,Forrester_1a,3
450,ck,2,50,Forrester_1a,3
451,ck,4,50,Forrester_1a,3
452,ck,6,50,Forrester_1a,3
453,ck,8,50,Forrester_1a,3
454,ck,10,50,Forrester_1a,3
455,ck,12,50,Forrester_1a,3
