,progress,normalized_mae,normalized_rmse,r2,log_likelihood,learned_noise_std,cpu_time
0,finished,3.1628349665665807,0.5927936244497768,0.8167784761652815,-5486.0808462491,2.2837604726734835,9.348475933074951
1,finished,3.1322961840266395,0.5838287802517111,0.8222783066333244,-5424.334670320761,1.680970181012571,7.05424427986145
2,finished,3.3340225524464016,0.6038007169054453,0.809911129017868,-5599.973269049318,2.732088525772499,7.516659259796143
3,finished,2.420314176075131,0.3601447887987153,0.9323724408958328,-4684.410512744919,1.3558235463451975,8.50132966041565
4,finished,2.584479436798225,0.4276747559955615,0.9046333175177858,-4928.662546246223,1.6610202687424471,7.08760142326355
5,finished,2.498914299922203,0.3940709203913095,0.9190311037663862,-4707.124635182714,1.3451256976432473,11.435826778411863
6,finished,1.1170293898180927,0.1670815528407655,0.985444522797915,-2960.3732984896333,0.4277155365660767,7.724217176437378
7,finished,0.9315474881030532,0.1335608931911725,0.9906990336732724,-2811.306178045651,0.48944141723546,8.270211458206177
8,finished,1.1166399281053394,0.1456999882551369,0.988931507475406,-3206.850519157459,0.894028250057211,9.382438659667969
9,finished,0.8791831273529701,0.1053382798346037,0.9942144868273656,-2028.274563369628,0.3676650820382245,7.11719536781311
10,finished,0.8952607748617621,0.1130139155190965,0.993340627837196,-2535.2575071132947,0.3789141896750735,8.70476746559143
11,finished,0.9949117494317408,0.152395599194792,0.9878908322870714,-3193.9057709195054,0.8104719696886856,9.13356876373291
12,finished,1.0264706502264789,0.1101293453247009,0.9936762374019206,-2234.17022392145,0.3480642775835049,9.181506633758543
13,finished,0.6958090533975048,0.0824702394346039,0.996453794055666,-2169.398731538032,0.4355280144864805,7.932356119155884
14,finished,1.522061181360726,0.1627149439462688,0.9861953841925248,-3130.22262984431,0.712821512022222,6.234544992446899
15,finished,0.2428228523520532,0.0558014221364752,0.9983764712738246,-1462.5430324118831,0.4172027007729087,7.258247375488281
16,finished,0.3145818568292058,0.070427974148004,0.9974138135326854,-2119.577123735156,0.5798536551803837,14.002365112304688
17,finished,0.3623303681303974,0.0763268111273126,0.9969624482954306,-2497.7840791032995,0.7256558948152931,12.427732229232788
18,finished,0.6308319960789662,0.0748028903286063,0.9970825313325336,-1659.9587664451806,0.3748798753985165,8.147631406784058
19,finished,0.7568005597739224,0.0858450996999938,0.9961576186889866,-2074.4456358025573,0.5144242211528491,11.513213634490969
20,finished,0.9546762177929006,0.1049561944220685,0.994256381399663,-2673.105322397524,0.6551647580435911,10.049949645996094
21,finished,0.2863085691010907,0.048185031464762,0.998789419326162,-1171.9485899011272,0.384637871339521,11.7331223487854
22,finished,0.3896704710486108,0.0523585075950255,0.998570632310429,-1626.4110144741248,0.474230117647108,12.813209533691406
23,finished,0.3772342207291175,0.0676940028371223,0.9976107046762638,-2367.16226960761,0.7025970296029981,8.42805790901184
24,finished,0.5979538698372998,0.0649910276945882,0.9977977011526344,-1511.3441230947865,0.381486824219501,10.923797130584717
25,finished,0.5607975214592958,0.064423307393892,0.9978360088680144,-1806.3231976134189,0.5108084857374151,9.045088052749634
26,finished,0.8750363458287783,0.0881967552471297,0.9959442174896828,-2433.0742834374414,0.6728013319128447,10.368375062942505
27,finished,0.3092423841974535,0.0550056521300744,0.9984224465658584,-1332.1403234030513,0.4030241241052329,11.463722705841064
28,finished,0.3013349005531555,0.0571825816924069,0.998295107655112,-1759.2097586106038,0.494209727603542,14.188821077346802
29,finished,0.4348921163934708,0.0661854353599485,0.9977160094512434,-2306.5975320997886,0.6058624355722788,15.336624383926392
30,finished,0.2440485594089186,0.0466064701531581,0.9988674383119353,-1139.5414884994432,0.376442185986053,15.934144735336304
31,finished,0.2908385367632559,0.0566777096474288,0.9983250801612322,-1780.8815667661413,0.5393255257481576,15.944056034088137
32,finished,0.5100286713516029,0.0748085717534686,0.9970820881408756,-2548.194492460482,0.6658182557652847,12.18450689315796
