,num_sample,problem,seed
578,18,mf_Hartman6,26
579,20,mf_Hartman6,26
580,12,mf_Hartman6,27
581,14,mf_Hartman6,27
582,16,mf_Hartman6,27
583,18,mf_Hartman6,27
584,20,mf_Hartman6,27
585,12,mf_Hartman6,28
586,14,mf_Hartman6,28
587,16,mf_Hartman6,28
588,18,mf_Hartman6,28
589,20,mf_Hartman6,28
590,12,mf_Hartman6,29
591,14,mf_Hartman6,29
592,16,mf_Hartman6,29
593,18,mf_Hartman6,29
594,20,mf_Hartman6,29
595,12,mf_Hartman6,30
596,14,mf_Hartman6,30
597,16,mf_Hartman6,30
598,18,mf_Hartman6,30
599,20,mf_Hartman6,30
600,12,mf_Himmelblau,1
601,14,mf_Himmelblau,1
602,16,mf_Himmelblau,1
603,18,mf_Himmelblau,1
604,20,mf_Himmelblau,1
605,12,mf_Himmelblau,2
606,14,mf_Himmelblau,2
607,16,mf_Himmelblau,2
608,18,mf_Himmelblau,2
609,20,mf_Himmelblau,2
610,12,mf_Himmelblau,3
611,14,mf_Himmelblau,3
612,16,mf_Himmelblau,3
613,18,mf_Himmelblau,3
614,20,mf_Himmelblau,3
615,12,mf_Himmelblau,4
616,14,mf_Himmelblau,4
617,16,mf_Himmelblau,4
618,18,mf_Himmelblau,4
619,20,mf_Himmelblau,4
620,12,mf_Himmelblau,5
621,14,mf_Himmelblau,5
622,16,mf_Himmelblau,5
623,18,mf_Himmelblau,5
624,20,mf_Himmelblau,5
625,12,mf_Himmelblau,6
626,14,mf_Himmelblau,6
627,16,mf_Himmelblau,6
628,18,mf_Himmelblau,6
629,20,mf_Himmelblau,6
630,12,mf_Himmelblau,7
631,14,mf_Himmelblau,7
632,16,mf_Himmelblau,7
633,18,mf_Himmelblau,7
634,20,mf_Himmelblau,7
635,12,mf_Himmelblau,8
636,14,mf_Himmelblau,8
637,16,mf_Himmelblau,8
638,18,mf_Himmelblau,8
639,20,mf_Himmelblau,8
640,12,mf_Himmelblau,9
641,14,mf_Himmelblau,9
642,16,mf_Himmelblau,9
643,18,mf_Himmelblau,9
644,20,mf_Himmelblau,9
645,12,mf_Himmelblau,10
646,14,mf_Himmelblau,10
647,16,mf_Himmelblau,10
648,18,mf_Himmelblau,10
649,20,mf_Himmelblau,10
650,12,mf_Himmelblau,11
651,14,mf_Himmelblau,11
652,16,mf_Himmelblau,11
653,18,mf_Himmelblau,11
654,20,mf_Himmelblau,11
655,12,mf_Himmelblau,12
656,14,mf_Himmelblau,12
657,16,mf_Himmelblau,12
658,18,mf_Himmelblau,12
659,20,mf_Himmelblau,12
660,12,mf_Himmelblau,13
661,14,mf_Himmelblau,13
662,16,mf_Himmelblau,13
663,18,mf_Himmelblau,13
664,20,mf_Himmelblau,13
665,12,mf_Himmelblau,14
666,14,mf_Himmelblau,14
667,16,mf_Himmelblau,14
668,18,mf_Himmelblau,14
669,20,mf_Himmelblau,14
670,12,mf_Himmelblau,15
671,14,mf_Himmelblau,15
672,16,mf_Himmelblau,15
673,18,mf_Himmelblau,15
674,20,mf_Himmelblau,15
675,12,mf_Himmelblau,16
676,14,mf_Himmelblau,16
677,16,mf_Himmelblau,16
678,18,mf_Himmelblau,16
679,20,mf_Himmelblau,16
680,12,mf_Himmelblau,17
681,14,mf_Himmelblau,17
682,16,mf_Himmelblau,17
683,18,mf_Himmelblau,17
684,20,mf_Himmelblau,17
685,12,mf_Himmelblau,18
686,14,mf_Himmelblau,18
687,16,mf_Himmelblau,18
688,18,mf_Himmelblau,18
689,20,mf_Himmelblau,18
690,12,mf_Himmelblau,19
691,14,mf_Himmelblau,19
692,16,mf_Himmelblau,19
693,18,mf_Himmelblau,19
694,20,mf_Himmelblau,19
695,12,mf_Himmelblau,20
696,14,mf_Himmelblau,20
697,16,mf_Himmelblau,20
698,18,mf_Himmelblau,20
699,20,mf_Himmelblau,20
700,12,mf_Himmelblau,21
701,14,mf_Himmelblau,21
702,16,mf_Himmelblau,21
703,18,mf_Himmelblau,21
704,20,mf_Himmelblau,21
705,12,mf_Himmelblau,22
706,14,mf_Himmelblau,22
707,16,mf_Himmelblau,22
708,18,mf_Himmelblau,22
709,20,mf_Himmelblau,22
710,12,mf_Himmelblau,23
711,14,mf_Himmelblau,23
712,16,mf_Himmelblau,23
713,18,mf_Himmelblau,23
714,20,mf_Himmelblau,23
715,12,mf_Himmelblau,24
716,14,mf_Himmelblau,24
717,16,mf_Himmelblau,24
718,18,mf_Himmelblau,24
719,20,mf_Himmelblau,24
720,12,mf_Himmelblau,25
721,14,mf_Himmelblau,25
722,16,mf_Himmelblau,25
723,18,mf_Himmelblau,25
724,20,mf_Himmelblau,25
725,12,mf_Himmelblau,26
726,14,mf_Himmelblau,26
727,16,mf_Himmelblau,26
728,18,mf_Himmelblau,26
729,20,mf_Himmelblau,26
730,12,mf_Himmelblau,27
731,14,mf_Himmelblau,27
732,16,mf_Himmelblau,27
733,18,mf_Himmelblau,27
734,20,mf_Himmelblau,27
735,12,mf_Himmelblau,28
736,14,mf_Himmelblau,28
737,16,mf_Himmelblau,28
738,18,mf_Himmelblau,28
739,20,mf_Himmelblau,28
740,12,mf_Himmelblau,29
741,14,mf_Himmelblau,29
742,16,mf_Himmelblau,29
743,18,mf_Himmelblau,29
744,20,mf_Himmelblau,29
745,12,mf_Himmelblau,30
746,14,mf_Himmelblau,30
747,16,mf_Himmelblau,30
748,18,mf_Himmelblau,30
749,20,mf_Himmelblau,30
750,12,mf_Sixhump,1
751,14,mf_Sixhump,1
752,16,mf_Sixhump,1
753,18,mf_Sixhump,1
754,20,mf_Sixhump,1
755,12,mf_Sixhump,2
756,14,mf_Sixhump,2
757,16,mf_Sixhump,2
758,18,mf_Sixhump,2
759,20,mf_Sixhump,2
760,12,mf_Sixhump,3
761,14,mf_Sixhump,3
762,16,mf_Sixhump,3
763,18,mf_Sixhump,3
764,20,mf_Sixhump,3
765,12,mf_Sixhump,4
766,14,mf_Sixhump,4
767,16,mf_Sixhump,4
768,18,mf_Sixhump,4
769,20,mf_Sixhump,4
770,12,mf_Sixhump,5
771,14,mf_Sixhump,5
772,16,mf_Sixhump,5
773,18,mf_Sixhump,5
774,20,mf_Sixhump,5
775,12,mf_Sixhump,6
776,14,mf_Sixhump,6
777,16,mf_Sixhump,6
778,18,mf_Sixhump,6
779,20,mf_Sixhump,6
780,12,mf_Sixhump,7
781,14,mf_Sixhump,7
782,16,mf_Sixhump,7
783,18,mf_Sixhump,7
784,20,mf_Sixhump,7
785,12,mf_Sixhump,8
786,14,mf_Sixhump,8
787,16,mf_Sixhump,8
788,18,mf_Sixhump,8
789,20,mf_Sixhump,8
790,12,mf_Sixhump,9
791,14,mf_Sixhump,9
792,16,mf_Sixhump,9
793,18,mf_Sixhump,9
794,20,mf_Sixhump,9
795,12,mf_Sixhump,10
796,14,mf_Sixhump,10
797,16,mf_Sixhump,10
798,18,mf_Sixhump,10
799,20,mf_Sixhump,10
800,12,mf_Sixhump,11
801,14,mf_Sixhump,11
802,16,mf_Sixhump,11
803,18,mf_Sixhump,11
804,20,mf_Sixhump,11
805,12,mf_Sixhump,12
806,14,mf_Sixhump,12
