,normalized_mae,normalized_rmse,r2,mean_log_likelihood,lf_training_time,hf_training_time,inference_time,learned_noise_std
0,1.1185946404307028,0.1734171126412468,0.927197287579768,-2.508995890671805,21.337969541549683,0.3610022068023681,0.0711488723754882,1.4826799974417006
1,0.7406670754568059,0.0910654390816984,0.979924293862707,-1.4297112866237511,22.74170708656311,0.6227104663848877,0.0731332302093505,0.3938673036212477
2,0.1445552428280472,0.0279532266908945,0.998108407640632,-0.9853483535723362,24.727717638015747,0.9161784648895264,0.0756399631500244,0.3482776846646412
3,0.1181803391888337,0.0207525038173938,0.9989574313466788,-0.9243651172467746,21.63315224647522,1.16125750541687,0.0746099948883056,0.5516662310885326
4,0.2438440514505172,0.0259929193349353,0.998364412524971,-0.8262855973107794,21.89318299293518,1.381760835647583,0.0748705863952636,0.3707970713993309
5,0.1428394780600307,0.0218718217084023,0.9988419333042275,-0.7550099102494888,29.1472430229187,2.0767757892608643,0.090038776397705,0.3878732400706473
6,1.364384222747936,0.2551219321879469,0.8424351831648923,-2.615354296189982,25.43272614479065,0.3967912197113037,0.0723004341125488,5.739361647096782e-05
7,0.271063476132546,0.0388809007396152,0.9963403774655678,-1.2520594781406904,20.99547481536865,0.8518221378326416,0.0653388500213623,0.400773734304707
8,0.1368345028765198,0.0275025154753712,0.9981689150480788,-1.0064949071958975,34.58201885223389,1.1184031963348389,0.0850272178649902,0.4689481789171791
9,0.1055242888870432,0.020689004083986,0.9989638018113192,-0.8750089598468811,23.64163041114807,1.084613800048828,0.074582815170288,0.4586850942018971
10,0.1756266182689681,0.0202846929205188,0.9990039055205236,-0.7348146704588456,31.852266311645508,2.182684898376465,0.0808551311492919,0.3374598811310351
11,0.132417224080611,0.0194968596291792,0.9990797772030666,-0.8152162631887873,20.177817583084103,1.4341826438903809,0.0630640983581543,0.4659938412686055
12,0.6934944358810836,0.1328320398702542,0.957286088625556,-2.2287205631359104,33.12843704223633,0.4481494426727295,0.0887753963470459,0.9032628118018554
13,0.5704532154100921,0.0693331437922942,0.9883628818391774,-1.5625856452680151,22.156937837600708,0.6137676239013672,0.0712397098541259,0.7017093719617277
14,0.2903379869878019,0.0477800547265617,0.9944734138564814,-1.1600241405166325,19.86241626739502,1.0930488109588623,0.0619716644287109,0.3176133882609764
15,0.1612322826336192,0.0260039900654774,0.9983630189912922,-0.8865175104540419,21.080631017684937,1.1099841594696045,0.0650906562805175,0.3878046784193273
16,0.1000183316072721,0.0208428659981228,0.99894833231135,-0.8108964318876992,17.132299184799194,1.18988037109375,0.0637383460998535,0.3958202803274995
17,0.263207728902455,0.024516817828993,0.9985449032917738,-0.7682561279340677,21.83392238616944,1.4598894119262695,0.0744354724884033,0.3226332504658579
18,0.6121973450424602,0.1387125766362414,0.9534204449021868,-2.231734880470944,22.301761865615845,0.4148201942443847,0.0734510421752929,9.553734236539842e-05
19,0.5908859357473882,0.0877473264010669,0.9813606208095096,-1.6242644992891282,23.08234214782715,0.6318268775939941,0.0726146697998046,0.4403326739304188
20,0.1341730819335365,0.0306141511052462,0.9977311378974696,-1.0920351472486491,21.67386484146118,0.93125319480896,0.0642976760864257,0.2650440683151946
21,0.2409746450168768,0.0281435762023214,0.9980825580580264,-0.9340358823873396,28.252795219421387,1.3006360530853271,0.0813956260681152,0.4148339759702352
22,0.1905681374319943,0.0221179520181749,0.9988157224916812,-0.7980363767756783,20.54688262939453,1.1672313213348389,0.0622727870941162,0.4051831155676048
23,0.2259914239657865,0.0220045772861668,0.9988278323854058,-0.7649527880480816,30.509503841400143,2.4096450805664062,0.0820856094360351,0.3679518033888599
24,1.0023733462553868,0.133833605630366,0.9566395265958102,-2.131056262873508,17.94930601119995,0.4038500785827636,0.0599939823150634,7.709235345357344e-05
25,0.9011470070603456,0.1283129719444424,0.96014298351423,-1.9216047441637527,23.74017763137817,0.6796133518218994,0.0730984210968017,0.2668096517569434
26,0.4259894477730908,0.0393919166293436,0.9962435476669182,-1.0289764445597962,18.2777042388916,1.089388370513916,0.0613284111022949,0.3379034565777829
27,0.2053515098443924,0.0332859667933237,0.9973178317993432,-0.9914347553515463,20.579928398132324,1.0660479068756104,0.0719194412231445,0.3808329788094933
28,0.1877342658716241,0.0262213638325984,0.998335536747901,-0.8273018591644996,17.996067762374878,1.3341896533966064,0.0724446773529052,0.4173358079375303
29,0.2551479110318286,0.0263558080998319,0.998318424653448,-0.8405959109040466,19.03577995300293,1.482079267501831,0.0644526481628418,0.376271935269587
30,2.514861942743417,1.0327233934695457,0.6405587207610872,-2.7545533422082547,4.410105228424072,0.1155028343200683,0.0132918357849121,1.6756732976741653e-05
31,0.3765709692728834,0.0859281339725026,0.9975115398929144,-0.2473319985229044,5.078606843948364,0.4077849388122558,0.0159428119659423,0.0259869037297166
32,0.2166991409612843,0.0390835382960059,0.9994851891754516,0.3249034912162598,4.388166189193726,0.408447265625,0.0144596099853515,0.1680119305695386
33,0.3066884393760396,0.0530164916078342,0.999052712316082,0.3465276495933033,5.714773654937744,0.4829809665679931,0.0217282772064209,0.0531984152373034
34,0.0765204848317732,0.0261267215308412,0.9997699460182868,0.6081236500122766,6.705360412597656,0.7093703746795654,0.0182392597198486,0.1112002652600204
35,0.1073496804316319,0.0231611590855002,0.9998192074623464,0.6118473788650189,4.290205478668213,0.5919380187988281,0.0139145851135253,0.1201607623236004
36,1.6134432199104785,0.5181510976441646,0.9095157967742802,-1.2735594807856518,3.629196882247925,0.1133873462677002,0.0127315521240234,3.457423799258172e-05
37,0.4633399612230893,0.0829157780806254,0.9976829559919074,0.1790069835598802,3.8691213130950928,0.2149088382720947,0.0137696266174316,2.773187498728885e-05
38,0.139753380042693,0.0505429715641812,0.9991390429929392,0.4008131094788593,6.782697439193726,0.538320779800415,0.0177717208862304,0.0694101585742651
39,0.145032821497602,0.0349642723456927,0.999587988905892,0.5598481599585452,4.303678274154663,0.4762895107269287,0.0147769451141357,0.0946817636945759
40,0.1096424874861045,0.0270747264161167,0.9997529481699784,0.58267004730087,4.817552804946899,0.4601259231567383,0.0229170322418212,0.1063494988346519
41,0.0716985163554401,0.0245425643287313,0.9997969982426672,0.6271398681790081,3.853482961654663,0.5300908088684082,0.0138883590698242,0.1042315881581672
42,2.7440158537989814,0.8702231787932595,0.7447761738829797,-2.085963198063047,4.9880759716033936,0.1962916851043701,0.0178570747375488,0.9195484630009736
43,0.1547004823552137,0.0584018363998661,0.9988504895380016,0.226387349298359,4.005476236343384,0.3404908180236816,0.0137395858764648,0.1455277543281586
