,num_hf,num_lf,problem,seed
833,8,100,mf_Sixhump,13
834,10,100,mf_Sixhump,13
835,12,100,mf_Sixhump,13
836,14,100,mf_Sixhump,13
837,16,100,mf_Sixhump,13
838,18,100,mf_Sixhump,13
839,20,100,mf_Sixhump,13
840,2,100,mf_Sixhump,14
841,4,100,mf_Sixhump,14
842,6,100,mf_Sixhump,14
843,8,100,mf_Sixhump,14
844,10,100,mf_Sixhump,14
845,12,100,mf_Sixhump,14
846,14,100,mf_Sixhump,14
847,16,100,mf_Sixhump,14
848,18,100,mf_Sixhump,14
849,20,100,mf_Sixhump,14
850,2,100,mf_Sixhump,15
851,4,100,mf_Sixhump,15
852,6,100,mf_Sixhump,15
853,8,100,mf_Sixhump,15
854,10,100,mf_Sixhump,15
855,12,100,mf_Sixhump,15
856,14,100,mf_Sixhump,15
857,16,100,mf_Sixhump,15
858,18,100,mf_Sixhump,15
859,20,100,mf_Sixhump,15
860,2,100,mf_Sixhump,16
861,4,100,mf_Sixhump,16
862,6,100,mf_Sixhump,16
863,8,100,mf_Sixhump,16
864,10,100,mf_Sixhump,16
865,12,100,mf_Sixhump,16
866,14,100,mf_Sixhump,16
867,16,100,mf_Sixhump,16
868,18,100,mf_Sixhump,16
869,20,100,mf_Sixhump,16
870,2,100,mf_Sixhump,17
871,4,100,mf_Sixhump,17
872,6,100,mf_Sixhump,17
873,8,100,mf_Sixhump,17
874,10,100,mf_Sixhump,17
875,12,100,mf_Sixhump,17
876,14,100,mf_Sixhump,17
877,16,100,mf_Sixhump,17
878,18,100,mf_Sixhump,17
879,20,100,mf_Sixhump,17
880,2,100,mf_Sixhump,18
881,4,100,mf_Sixhump,18
882,6,100,mf_Sixhump,18
883,8,100,mf_Sixhump,18
884,10,100,mf_Sixhump,18
885,12,100,mf_Sixhump,18
886,14,100,mf_Sixhump,18
887,16,100,mf_Sixhump,18
888,18,100,mf_Sixhump,18
889,20,100,mf_Sixhump,18
890,2,100,mf_Sixhump,19
891,4,100,mf_Sixhump,19
892,6,100,mf_Sixhump,19
893,8,100,mf_Sixhump,19
894,10,100,mf_Sixhump,19
895,12,100,mf_Sixhump,19
896,14,100,mf_Sixhump,19
897,16,100,mf_Sixhump,19
898,18,100,mf_Sixhump,19
899,20,100,mf_Sixhump,19
