,progress,linear_without_bias_normalized_mae,linear_without_bias_normalized_rmse,linear_without_bias_r2,linear_without_bias_cpu_time,linear_normalized_mae,linear_normalized_rmse,linear_r2,linear_cpu_time,quadratic_normalized_mae,quadratic_normalized_rmse,quadratic_r2,quadratic_cpu_time
88,finished,0.0617394082987846,0.0176967125632088,0.9992805179739774,2.3727834224700928,0.0625466710999834,0.0177462854868478,0.9992764814295328,1.967864751815796,0.0619334761295215,0.0177600425389106,0.999275359240818,2.050581216812134
89,finished,0.0532475796658438,0.0147456583172793,0.9995004682607536,3.892988681793213,0.0532644649911123,0.0147420111119981,0.999500715339513,4.184128284454346,0.0504245788892593,0.0149955966207236,0.9994833906597632,2.323798656463623
90,finished,2.3315462075930413,0.8048312944695536,-0.575449673329864,1.7265582084655762,1.8996947152600705,0.7018310804533798,-0.1980088291097508,1.7455008029937744,47.61772605720317,7.406538938663515,-132.42138532456585,1.8219201564788816
91,finished,1.4535190709449777,0.34694892884461,0.7072304354028011,1.7963333129882812,1.5072782679626826,0.336810918120216,0.7240901867366913,2.7655436992645264,1.1285805783551317,0.2829432521628653,0.8052876461735903,2.2698140144348145
92,finished,0.4583648948648433,0.1143208521781132,0.9682132789197864,2.585719585418701,0.4604344748555264,0.1144229302426898,0.9681564883076196,4.475766181945801,0.340403954175148,0.0988543927323762,0.9762323211871934,3.5496203899383545
93,finished,0.5546611249321476,0.0691219952202429,0.9883794320068768,3.577350378036499,0.5105710049541428,0.0650330261636406,0.98971361555699,2.1217963695526123,0.4432791689534338,0.0650938317138092,0.9896943711297348,2.314595937728882
94,finished,0.3760752285255394,0.045136951406038,0.9950448218732292,5.738321781158447,0.483200420345154,0.0512437419970981,0.9936133002940336,2.73247504234314,0.3712571340448212,0.0414944344177996,0.9958123100123454,2.493303060531616
95,finished,0.9857526691583424,0.0925555016254287,0.979164721849214,3.624605655670166,0.8559657619997231,0.0832404020625035,0.9831475454974296,2.3004403114318848,0.7933660883653646,0.0737521311486903,0.9867704834683948,3.402780294418335
96,finished,0.0906296263665606,0.0198268196699901,0.999043905239964,3.751396417617798,0.2447035118133392,0.0467726948050078,0.9946791672275196,2.543581247329712,0.2428910083598495,0.0464896617588598,0.9947433677193857,2.3398513793945312
97,finished,0.0483568904353489,0.0153242890690796,0.9994288430099942,3.701993465423584,0.0485251837873067,0.0153410485230279,0.9994275930317924,2.7232844829559326,0.0503141301777061,0.0159684279381979,0.9993798180098128,2.6530723571777344
98,finished,0.0707329416707124,0.0167790005777302,0.9993152579434864,3.8413026332855225,0.0676364591810276,0.0166483056493975,0.9993258835796188,2.9869096279144287,0.0597742981933653,0.0159793553802918,0.9993789689191428,2.5972368717193604
99,finished,0.0695951360696215,0.0156179607091408,0.9994067421730184,4.3150129318237305,0.0681467996847341,0.0155899509904185,0.9994088681975968,5.206944704055786,0.0692501968198678,0.0157678357623314,0.9993953013483724,3.991243839263916
100,finished,1.605550009056648,0.4605460768545128,0.8232865405135539,3.6493561267852783,1.6108114437365768,0.463717221016052,0.8208445996175713,0.4459810256958008,1.703836423976006,0.4781861183247358,0.8094901725332808,0.4770264625549316
101,finished,0.1210774447607786,0.0286468850961999,0.9993162800267223,1.6644034385681152,1.3259028261972403,0.4335813708694547,0.8433737019996725,0.5654473304748535,1.5162724119647235,0.5112718130006187,0.7822154057036511,0.5724925994873047
102,finished,0.0076962538217998,0.0013456061278518,0.9999984914511878,1.4692037105560305,0.0074152136983028,0.0012992359010891,0.9999985936303676,0.8606002330780029,0.0066387594348173,0.0016134024379007,0.9999978312530944,0.6148428916931152
103,finished,0.0043736676419351,0.0006332665182135,0.9999996658845886,2.97412633895874,0.0044140938161501,0.0006259501640901,0.9999996735603,1.4160442352294922,0.0039654914255796,0.0005891357483617,0.9999997108293526,1.3381876945495603
104,finished,0.0013977985954566,0.0002288279198895,0.9999999563743932,2.4832406044006348,0.0014130825342077,0.0002397706243222,0.999999952102218,1.3144547939300537,0.0009012203260763,0.0001424913886523,0.9999999830838824,1.440638303756714
