,progress,mae,mse,r2,cpu_time
7723,finished,1.078728613657114e-05,2.37078822708469e-10,0.9999999999881756,0.3543348312377929
7724,finished,1.0731282918582257e-05,2.9189809576699525e-10,0.9999999999854414,0.4785761833190918
7725,finished,8.677072585989143e-06,2.0336996545681744e-10,0.9999999999898568,0.3538291454315185
7726,finished,1.0450002225389488e-05,1.9384061747300324e-10,0.999999999990332,0.2928259372711181
7727,finished,9.316211661742702e-06,2.175707973755119e-10,0.9999999999891486,0.4665529727935791
7728,finished,1.343469153082043e-06,3.538156914903132e-11,0.9999999999982352,0.1597893238067627
7729,finished,9.95315601635071e-05,6.002685321568002e-08,0.9999999970061266,0.2970232963562011
7730,finished,4.2868329273297965,31.850163539007404,-0.5885449665314857,0.0152268409729003
7731,finished,0.0002413999886356,1.5692187856823691e-06,0.9999999217343232,0.0198593139648437
7732,finished,4.802122505135358e-05,4.125075702535319e-09,0.9999999997942596,0.4522807598114013
7733,finished,1.515510591101172,3.6010978349167204,0.8203932035501673,0.1058540344238281
7734,finished,3.1810159179778816,15.19692573990926,0.2420447115971707,0.1693317890167236
7735,finished,0.0002832873244745,1.5063597150742358e-06,0.9999999248694552,0.034982681274414
7736,finished,0.0002380951102917,1.561674021126797e-06,0.9999999221106228,0.0176331996917724
7737,finished,6.416399031570611e-06,9.811458628598968e-11,0.9999999999951064,0.114208698272705
7738,finished,0.0003112268267577,1.5094108108720178e-06,0.99999992471728,0.0313365459442138
7739,finished,4.207069221838742,29.5583975303151,-0.4742418373460597,0.1217994689941406
7740,finished,0.0009934109285249,1.1228372668854784e-05,0.9999994399785463,0.0197255611419677
7741,finished,0.0005373719057506,1.0450602617782226e-05,0.9999994787702686,0.0221574306488037
7742,finished,0.0001733261840198,4.9637036596489794e-08,0.9999999975243248,0.362553596496582
7743,finished,4.410970784755852,34.39365612034553,-0.7154031012643407,0.2534782886505127
7744,finished,1.5727203735642137,3.822318007363629,0.8093597220107278,0.2638454437255859
7745,finished,0.000542205264687,1.0625845455589971e-05,0.9999994700299328,0.0341651439666748
7746,finished,0.2408287200063938,0.087524837394044,0.995634649105694,0.3408410549163818
7747,finished,0.003477407277058,2.2690054253508527e-05,0.9999988683206782,0.0432782173156738
7748,finished,0.0006137168087233,1.0309840189582044e-05,0.9999994857908744,0.0259523391723632
7749,finished,9.530668828743323e-06,1.7559369363337164e-10,0.999999999991242,0.3216340541839599
7750,finished,1.3945571379438613,3.1110352556522294,0.8448353525715567,0.1276626586914062
