nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
1.7296044,0.13408862,0.8184699557309234,-14.427647,0.5888418,0.05788098,0.9694057405537831,-51.51066531698239,1.2617787140833043
