nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
1.0640894,0.15923822,0.7439886240550551,-18.736332,0.4084884,0.07211193,0.9525121724037147,-54.83916686571,1.2590460329889297
