nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.6956854,0.13111652,0.8264280960955293,-15.289366,0.41663235,0.066728815,0.9593374046687562,-51.91725398898271,1.2620882638041742
