nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
1.5240098,0.20817001,0.5624768997465757,-16.93817,0.40714654,0.07665506,0.9463400977238007,-95.16570781462953,1.2548375834366747
