nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.7163791,0.12564996,0.8405996241808102,-14.399955,0.48331723,0.060676605,0.9663789885601788,-51.53203078252471,1.2630169583163124
