,nrmse,nmae,r2,lf_training_time,hf_training_time,noise,mean ll
hierarchical_kriging,0.12779301151544575,0.30369135518345386,0.9944938622184869,12.246481895446777,0.24881672859191895,0.49766680583953854,-0.7905680614007201
co_kriging,0.13046533784931086,0.27288689337762845,0.9942611727499695,13.637124300003052,0.406480073928833,0.4606512411752545,-0.6881696010396307
scaled_kriging,0.21304051909076707,0.4420005428671103,0.984697679684105,12.999094009399414,0.25974035263061523,0.6956412088140447,-1.1597479829659463
krr_lr_gpr,0.12293462100298982,0.2359477836750994,0.9949045648497279,6.0211029052734375,0.2884490489959717,0.4657892492585632,-0.6953092837539557
