nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.42757013,0.080107346,0.9352097920761215,-9.993873,0.38089526,0.0674098,0.9585032240970177,-43.288565909076304,1.2668306801999665
