nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.45024452,0.068978325,0.9519614498759559,-9.079857,0.40738738,0.058229905,0.9690357614205358,-48.82902920315389,1.2645469980376198
