nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.4496861,0.078954384,0.9370613852647895,-10.380833,0.4707709,0.068763524,0.9568198099228921,-81.60125656318961,1.2545468109868965
