nmae,nrmse,r2,log_likelihood
2.9378002,0.1370987,0.01783924252229019,-27.831474
1.166291,0.15123793,-0.19519134479332245,-63.382004
1.9212552,0.150657,-0.18602713511580582,-48.45283
0.96084577,0.14036727,-0.029550481262502037,-50.49277
2.1694977,0.1524304,-0.21411307251860023,-61.71804
1.5144839,0.14916869,-0.16270965197035014,-52.352345
1.8812393,0.14511228,-0.10033339052344248,-42.699394
2.2913795,0.14406887,-0.08456656574396937,-43.847485
