,noise_std,num_hf,num_lf,problem,seed
660,0.1,5,140,mf_Sixhump,2
661,0.3,5,140,mf_Sixhump,2
662,0.5,5,140,mf_Sixhump,2
663,0.1,10,140,mf_Sixhump,2
664,0.3,10,140,mf_Sixhump,2
665,0.5,10,140,mf_Sixhump,2
666,0.1,15,140,mf_Sixhump,2
667,0.3,15,140,mf_Sixhump,2
668,0.5,15,140,mf_Sixhump,2
669,0.1,20,140,mf_Sixhump,2
670,0.3,20,140,mf_Sixhump,2
671,0.5,20,140,mf_Sixhump,2
672,0.1,25,140,mf_Sixhump,2
673,0.3,25,140,mf_Sixhump,2
674,0.5,25,140,mf_Sixhump,2
675,0.1,30,140,mf_Sixhump,2
676,0.3,30,140,mf_Sixhump,2
677,0.5,30,140,mf_Sixhump,2
678,0.1,35,140,mf_Sixhump,2
679,0.3,35,140,mf_Sixhump,2
680,0.5,35,140,mf_Sixhump,2
681,0.1,40,140,mf_Sixhump,2
682,0.3,40,140,mf_Sixhump,2
683,0.5,40,140,mf_Sixhump,2
684,0.1,45,140,mf_Sixhump,2
685,0.3,45,140,mf_Sixhump,2
686,0.5,45,140,mf_Sixhump,2
687,0.1,50,140,mf_Sixhump,2
688,0.3,50,140,mf_Sixhump,2
689,0.5,50,140,mf_Sixhump,2
690,0.1,55,140,mf_Sixhump,2
691,0.3,55,140,mf_Sixhump,2
692,0.5,55,140,mf_Sixhump,2
693,0.1,60,140,mf_Sixhump,2
694,0.3,60,140,mf_Sixhump,2
695,0.5,60,140,mf_Sixhump,2
696,0.1,65,140,mf_Sixhump,2
697,0.3,65,140,mf_Sixhump,2
698,0.5,65,140,mf_Sixhump,2
699,0.1,70,140,mf_Sixhump,2
700,0.3,70,140,mf_Sixhump,2
701,0.5,70,140,mf_Sixhump,2
702,0.1,75,140,mf_Sixhump,2
703,0.3,75,140,mf_Sixhump,2
704,0.5,75,140,mf_Sixhump,2
705,0.1,80,140,mf_Sixhump,2
706,0.3,80,140,mf_Sixhump,2
707,0.5,80,140,mf_Sixhump,2
708,0.1,85,140,mf_Sixhump,2
709,0.3,85,140,mf_Sixhump,2
710,0.5,85,140,mf_Sixhump,2
711,0.1,90,140,mf_Sixhump,2
712,0.3,90,140,mf_Sixhump,2
713,0.5,90,140,mf_Sixhump,2
714,0.1,95,140,mf_Sixhump,2
715,0.3,95,140,mf_Sixhump,2
716,0.5,95,140,mf_Sixhump,2
717,0.1,100,140,mf_Sixhump,2
718,0.3,100,140,mf_Sixhump,2
719,0.5,100,140,mf_Sixhump,2
720,0.1,5,160,mf_Sixhump,2
721,0.3,5,160,mf_Sixhump,2
722,0.5,5,160,mf_Sixhump,2
723,0.1,10,160,mf_Sixhump,2
724,0.3,10,160,mf_Sixhump,2
725,0.5,10,160,mf_Sixhump,2
726,0.1,15,160,mf_Sixhump,2
727,0.3,15,160,mf_Sixhump,2
728,0.5,15,160,mf_Sixhump,2
729,0.1,20,160,mf_Sixhump,2
730,0.3,20,160,mf_Sixhump,2
731,0.5,20,160,mf_Sixhump,2
732,0.1,25,160,mf_Sixhump,2
733,0.3,25,160,mf_Sixhump,2
734,0.5,25,160,mf_Sixhump,2
735,0.1,30,160,mf_Sixhump,2
736,0.3,30,160,mf_Sixhump,2
737,0.5,30,160,mf_Sixhump,2
738,0.1,35,160,mf_Sixhump,2
739,0.3,35,160,mf_Sixhump,2
740,0.5,35,160,mf_Sixhump,2
741,0.1,40,160,mf_Sixhump,2
742,0.3,40,160,mf_Sixhump,2
743,0.5,40,160,mf_Sixhump,2
744,0.1,45,160,mf_Sixhump,2
745,0.3,45,160,mf_Sixhump,2
746,0.5,45,160,mf_Sixhump,2
747,0.1,50,160,mf_Sixhump,2
748,0.3,50,160,mf_Sixhump,2
749,0.5,50,160,mf_Sixhump,2
750,0.1,55,160,mf_Sixhump,2
751,0.3,55,160,mf_Sixhump,2
752,0.5,55,160,mf_Sixhump,2
753,0.1,60,160,mf_Sixhump,2
754,0.3,60,160,mf_Sixhump,2
755,0.5,60,160,mf_Sixhump,2
756,0.1,65,160,mf_Sixhump,2
757,0.3,65,160,mf_Sixhump,2
758,0.5,65,160,mf_Sixhump,2
759,0.1,70,160,mf_Sixhump,2
760,0.3,70,160,mf_Sixhump,2
761,0.5,70,160,mf_Sixhump,2
762,0.1,75,160,mf_Sixhump,2
763,0.3,75,160,mf_Sixhump,2
764,0.5,75,160,mf_Sixhump,2
765,0.1,80,160,mf_Sixhump,2
766,0.3,80,160,mf_Sixhump,2
767,0.5,80,160,mf_Sixhump,2
768,0.1,85,160,mf_Sixhump,2
769,0.3,85,160,mf_Sixhump,2
770,0.5,85,160,mf_Sixhump,2
771,0.1,90,160,mf_Sixhump,2
772,0.3,90,160,mf_Sixhump,2
773,0.5,90,160,mf_Sixhump,2
774,0.1,95,160,mf_Sixhump,2
775,0.3,95,160,mf_Sixhump,2
776,0.5,95,160,mf_Sixhump,2
777,0.1,100,160,mf_Sixhump,2
778,0.3,100,160,mf_Sixhump,2
779,0.5,100,160,mf_Sixhump,2
780,0.1,5,180,mf_Sixhump,2
781,0.3,5,180,mf_Sixhump,2
782,0.5,5,180,mf_Sixhump,2
783,0.1,10,180,mf_Sixhump,2
784,0.3,10,180,mf_Sixhump,2
785,0.5,10,180,mf_Sixhump,2
786,0.1,15,180,mf_Sixhump,2
787,0.3,15,180,mf_Sixhump,2
788,0.5,15,180,mf_Sixhump,2
789,0.1,20,180,mf_Sixhump,2
790,0.3,20,180,mf_Sixhump,2
791,0.5,20,180,mf_Sixhump,2
792,0.1,25,180,mf_Sixhump,2
793,0.3,25,180,mf_Sixhump,2
794,0.5,25,180,mf_Sixhump,2
795,0.1,30,180,mf_Sixhump,2
796,0.3,30,180,mf_Sixhump,2
797,0.5,30,180,mf_Sixhump,2
798,0.1,35,180,mf_Sixhump,2
799,0.3,35,180,mf_Sixhump,2
800,0.5,35,180,mf_Sixhump,2
801,0.1,40,180,mf_Sixhump,2
802,0.3,40,180,mf_Sixhump,2
803,0.5,40,180,mf_Sixhump,2
804,0.1,45,180,mf_Sixhump,2
805,0.3,45,180,mf_Sixhump,2
806,0.5,45,180,mf_Sixhump,2
807,0.1,50,180,mf_Sixhump,2
808,0.3,50,180,mf_Sixhump,2
809,0.5,50,180,mf_Sixhump,2
810,0.1,55,180,mf_Sixhump,2
811,0.3,55,180,mf_Sixhump,2
812,0.5,55,180,mf_Sixhump,2
813,0.1,60,180,mf_Sixhump,2
814,0.3,60,180,mf_Sixhump,2
815,0.5,60,180,mf_Sixhump,2
816,0.1,65,180,mf_Sixhump,2
817,0.3,65,180,mf_Sixhump,2
818,0.5,65,180,mf_Sixhump,2
819,0.1,70,180,mf_Sixhump,2
820,0.3,70,180,mf_Sixhump,2
821,0.5,70,180,mf_Sixhump,2
822,0.1,75,180,mf_Sixhump,2
823,0.3,75,180,mf_Sixhump,2
824,0.5,75,180,mf_Sixhump,2
825,0.1,80,180,mf_Sixhump,2
826,0.3,80,180,mf_Sixhump,2
827,0.5,80,180,mf_Sixhump,2
828,0.1,85,180,mf_Sixhump,2
829,0.3,85,180,mf_Sixhump,2
830,0.5,85,180,mf_Sixhump,2
831,0.1,90,180,mf_Sixhump,2
832,0.3,90,180,mf_Sixhump,2
833,0.5,90,180,mf_Sixhump,2
834,0.1,95,180,mf_Sixhump,2
835,0.3,95,180,mf_Sixhump,2
836,0.5,95,180,mf_Sixhump,2
837,0.1,100,180,mf_Sixhump,2
838,0.3,100,180,mf_Sixhump,2
839,0.5,100,180,mf_Sixhump,2
840,0.1,5,200,mf_Sixhump,2
841,0.3,5,200,mf_Sixhump,2
842,0.5,5,200,mf_Sixhump,2
843,0.1,10,200,mf_Sixhump,2
844,0.3,10,200,mf_Sixhump,2
845,0.5,10,200,mf_Sixhump,2
846,0.1,15,200,mf_Sixhump,2
847,0.3,15,200,mf_Sixhump,2
848,0.5,15,200,mf_Sixhump,2
849,0.1,20,200,mf_Sixhump,2
850,0.3,20,200,mf_Sixhump,2
851,0.5,20,200,mf_Sixhump,2
852,0.1,25,200,mf_Sixhump,2
853,0.3,25,200,mf_Sixhump,2
854,0.5,25,200,mf_Sixhump,2
855,0.1,30,200,mf_Sixhump,2
856,0.3,30,200,mf_Sixhump,2
857,0.5,30,200,mf_Sixhump,2
858,0.1,35,200,mf_Sixhump,2
859,0.3,35,200,mf_Sixhump,2
860,0.5,35,200,mf_Sixhump,2
861,0.1,40,200,mf_Sixhump,2
862,0.3,40,200,mf_Sixhump,2
863,0.5,40,200,mf_Sixhump,2
864,0.1,45,200,mf_Sixhump,2
865,0.3,45,200,mf_Sixhump,2
866,0.5,45,200,mf_Sixhump,2
867,0.1,50,200,mf_Sixhump,2
868,0.3,50,200,mf_Sixhump,2
869,0.5,50,200,mf_Sixhump,2
870,0.1,55,200,mf_Sixhump,2
871,0.3,55,200,mf_Sixhump,2
872,0.5,55,200,mf_Sixhump,2
873,0.1,60,200,mf_Sixhump,2
874,0.3,60,200,mf_Sixhump,2
875,0.5,60,200,mf_Sixhump,2
876,0.1,65,200,mf_Sixhump,2
877,0.3,65,200,mf_Sixhump,2
878,0.5,65,200,mf_Sixhump,2
879,0.1,70,200,mf_Sixhump,2
880,0.3,70,200,mf_Sixhump,2
881,0.5,70,200,mf_Sixhump,2
882,0.1,75,200,mf_Sixhump,2
883,0.3,75,200,mf_Sixhump,2
884,0.5,75,200,mf_Sixhump,2
885,0.1,80,200,mf_Sixhump,2
886,0.3,80,200,mf_Sixhump,2
887,0.5,80,200,mf_Sixhump,2
888,0.1,85,200,mf_Sixhump,2
889,0.3,85,200,mf_Sixhump,2
890,0.5,85,200,mf_Sixhump,2
891,0.1,90,200,mf_Sixhump,2
892,0.3,90,200,mf_Sixhump,2
893,0.5,90,200,mf_Sixhump,2
894,0.1,95,200,mf_Sixhump,2
895,0.3,95,200,mf_Sixhump,2
896,0.5,95,200,mf_Sixhump,2
897,0.1,100,200,mf_Sixhump,2
898,0.3,100,200,mf_Sixhump,2
899,0.5,100,200,mf_Sixhump,2
900,0.1,5,220,mf_Sixhump,2
901,0.3,5,220,mf_Sixhump,2
902,0.5,5,220,mf_Sixhump,2
903,0.1,10,220,mf_Sixhump,2
904,0.3,10,220,mf_Sixhump,2
905,0.5,10,220,mf_Sixhump,2
906,0.1,15,220,mf_Sixhump,2
907,0.3,15,220,mf_Sixhump,2
908,0.5,15,220,mf_Sixhump,2
909,0.1,20,220,mf_Sixhump,2
910,0.3,20,220,mf_Sixhump,2
911,0.5,20,220,mf_Sixhump,2
912,0.1,25,220,mf_Sixhump,2
913,0.3,25,220,mf_Sixhump,2
914,0.5,25,220,mf_Sixhump,2
915,0.1,30,220,mf_Sixhump,2
916,0.3,30,220,mf_Sixhump,2
917,0.5,30,220,mf_Sixhump,2
918,0.1,35,220,mf_Sixhump,2
919,0.3,35,220,mf_Sixhump,2
920,0.5,35,220,mf_Sixhump,2
921,0.1,40,220,mf_Sixhump,2
922,0.3,40,220,mf_Sixhump,2
923,0.5,40,220,mf_Sixhump,2
924,0.1,45,220,mf_Sixhump,2
925,0.3,45,220,mf_Sixhump,2
926,0.5,45,220,mf_Sixhump,2
927,0.1,50,220,mf_Sixhump,2
928,0.3,50,220,mf_Sixhump,2
929,0.5,50,220,mf_Sixhump,2
930,0.1,55,220,mf_Sixhump,2
931,0.3,55,220,mf_Sixhump,2
932,0.5,55,220,mf_Sixhump,2
933,0.1,60,220,mf_Sixhump,2
934,0.3,60,220,mf_Sixhump,2
935,0.5,60,220,mf_Sixhump,2
936,0.1,65,220,mf_Sixhump,2
937,0.3,65,220,mf_Sixhump,2
938,0.5,65,220,mf_Sixhump,2
939,0.1,70,220,mf_Sixhump,2
940,0.3,70,220,mf_Sixhump,2
941,0.5,70,220,mf_Sixhump,2
942,0.1,75,220,mf_Sixhump,2
943,0.3,75,220,mf_Sixhump,2
944,0.5,75,220,mf_Sixhump,2
945,0.1,80,220,mf_Sixhump,2
946,0.3,80,220,mf_Sixhump,2
947,0.5,80,220,mf_Sixhump,2
948,0.1,85,220,mf_Sixhump,2
949,0.3,85,220,mf_Sixhump,2
950,0.5,85,220,mf_Sixhump,2
951,0.1,90,220,mf_Sixhump,2
952,0.3,90,220,mf_Sixhump,2
953,0.5,90,220,mf_Sixhump,2
954,0.1,95,220,mf_Sixhump,2
955,0.3,95,220,mf_Sixhump,2
956,0.5,95,220,mf_Sixhump,2
957,0.1,100,220,mf_Sixhump,2
958,0.3,100,220,mf_Sixhump,2
959,0.5,100,220,mf_Sixhump,2
960,0.1,5,240,mf_Sixhump,2
961,0.3,5,240,mf_Sixhump,2
962,0.5,5,240,mf_Sixhump,2
963,0.1,10,240,mf_Sixhump,2
964,0.3,10,240,mf_Sixhump,2
965,0.5,10,240,mf_Sixhump,2
966,0.1,15,240,mf_Sixhump,2
967,0.3,15,240,mf_Sixhump,2
968,0.5,15,240,mf_Sixhump,2
969,0.1,20,240,mf_Sixhump,2
970,0.3,20,240,mf_Sixhump,2
971,0.5,20,240,mf_Sixhump,2
972,0.1,25,240,mf_Sixhump,2
973,0.3,25,240,mf_Sixhump,2
974,0.5,25,240,mf_Sixhump,2
975,0.1,30,240,mf_Sixhump,2
976,0.3,30,240,mf_Sixhump,2
977,0.5,30,240,mf_Sixhump,2
978,0.1,35,240,mf_Sixhump,2
979,0.3,35,240,mf_Sixhump,2
980,0.5,35,240,mf_Sixhump,2
981,0.1,40,240,mf_Sixhump,2
982,0.3,40,240,mf_Sixhump,2
983,0.5,40,240,mf_Sixhump,2
984,0.1,45,240,mf_Sixhump,2
985,0.3,45,240,mf_Sixhump,2
986,0.5,45,240,mf_Sixhump,2
987,0.1,50,240,mf_Sixhump,2
988,0.3,50,240,mf_Sixhump,2
989,0.5,50,240,mf_Sixhump,2
990,0.1,55,240,mf_Sixhump,2
991,0.3,55,240,mf_Sixhump,2
992,0.5,55,240,mf_Sixhump,2
993,0.1,60,240,mf_Sixhump,2
994,0.3,60,240,mf_Sixhump,2
995,0.5,60,240,mf_Sixhump,2
996,0.1,65,240,mf_Sixhump,2
997,0.3,65,240,mf_Sixhump,2
998,0.5,65,240,mf_Sixhump,2
999,0.1,70,240,mf_Sixhump,2
1000,0.3,70,240,mf_Sixhump,2
1001,0.5,70,240,mf_Sixhump,2
1002,0.1,75,240,mf_Sixhump,2
1003,0.3,75,240,mf_Sixhump,2
1004,0.5,75,240,mf_Sixhump,2
1005,0.1,80,240,mf_Sixhump,2
1006,0.3,80,240,mf_Sixhump,2
1007,0.5,80,240,mf_Sixhump,2
1008,0.1,85,240,mf_Sixhump,2
1009,0.3,85,240,mf_Sixhump,2
1010,0.5,85,240,mf_Sixhump,2
1011,0.1,90,240,mf_Sixhump,2
1012,0.3,90,240,mf_Sixhump,2
1013,0.5,90,240,mf_Sixhump,2
1014,0.1,95,240,mf_Sixhump,2
1015,0.3,95,240,mf_Sixhump,2
1016,0.5,95,240,mf_Sixhump,2
1017,0.1,100,240,mf_Sixhump,2
1018,0.3,100,240,mf_Sixhump,2
1019,0.5,100,240,mf_Sixhump,2
1020,0.1,5,260,mf_Sixhump,2
1021,0.3,5,260,mf_Sixhump,2
1022,0.5,5,260,mf_Sixhump,2
1023,0.1,10,260,mf_Sixhump,2
1024,0.3,10,260,mf_Sixhump,2
1025,0.5,10,260,mf_Sixhump,2
1026,0.1,15,260,mf_Sixhump,2
1027,0.3,15,260,mf_Sixhump,2
1028,0.5,15,260,mf_Sixhump,2
1029,0.1,20,260,mf_Sixhump,2
1030,0.3,20,260,mf_Sixhump,2
1031,0.5,20,260,mf_Sixhump,2
1032,0.1,25,260,mf_Sixhump,2
1033,0.3,25,260,mf_Sixhump,2
1034,0.5,25,260,mf_Sixhump,2
1035,0.1,30,260,mf_Sixhump,2
1036,0.3,30,260,mf_Sixhump,2
1037,0.5,30,260,mf_Sixhump,2
1038,0.1,35,260,mf_Sixhump,2
1039,0.3,35,260,mf_Sixhump,2
1040,0.5,35,260,mf_Sixhump,2
1041,0.1,40,260,mf_Sixhump,2
1042,0.3,40,260,mf_Sixhump,2
1043,0.5,40,260,mf_Sixhump,2
1044,0.1,45,260,mf_Sixhump,2
1045,0.3,45,260,mf_Sixhump,2
1046,0.5,45,260,mf_Sixhump,2
1047,0.1,50,260,mf_Sixhump,2
1048,0.3,50,260,mf_Sixhump,2
1049,0.5,50,260,mf_Sixhump,2
1050,0.1,55,260,mf_Sixhump,2
1051,0.3,55,260,mf_Sixhump,2
1052,0.5,55,260,mf_Sixhump,2
1053,0.1,60,260,mf_Sixhump,2
1054,0.3,60,260,mf_Sixhump,2
1055,0.5,60,260,mf_Sixhump,2
1056,0.1,65,260,mf_Sixhump,2
1057,0.3,65,260,mf_Sixhump,2
1058,0.5,65,260,mf_Sixhump,2
1059,0.1,70,260,mf_Sixhump,2
1060,0.3,70,260,mf_Sixhump,2
1061,0.5,70,260,mf_Sixhump,2
1062,0.1,75,260,mf_Sixhump,2
1063,0.3,75,260,mf_Sixhump,2
1064,0.5,75,260,mf_Sixhump,2
1065,0.1,80,260,mf_Sixhump,2
1066,0.3,80,260,mf_Sixhump,2
1067,0.5,80,260,mf_Sixhump,2
1068,0.1,85,260,mf_Sixhump,2
1069,0.3,85,260,mf_Sixhump,2
1070,0.5,85,260,mf_Sixhump,2
1071,0.1,90,260,mf_Sixhump,2
1072,0.3,90,260,mf_Sixhump,2
1073,0.5,90,260,mf_Sixhump,2
1074,0.1,95,260,mf_Sixhump,2
1075,0.3,95,260,mf_Sixhump,2
1076,0.5,95,260,mf_Sixhump,2
1077,0.1,100,260,mf_Sixhump,2
1078,0.3,100,260,mf_Sixhump,2
1079,0.5,100,260,mf_Sixhump,2
1080,0.1,5,280,mf_Sixhump,2
1081,0.3,5,280,mf_Sixhump,2
1082,0.5,5,280,mf_Sixhump,2
1083,0.1,10,280,mf_Sixhump,2
1084,0.3,10,280,mf_Sixhump,2
1085,0.5,10,280,mf_Sixhump,2
1086,0.1,15,280,mf_Sixhump,2
1087,0.3,15,280,mf_Sixhump,2
1088,0.5,15,280,mf_Sixhump,2
1089,0.1,20,280,mf_Sixhump,2
1090,0.3,20,280,mf_Sixhump,2
1091,0.5,20,280,mf_Sixhump,2
1092,0.1,25,280,mf_Sixhump,2
1093,0.3,25,280,mf_Sixhump,2
1094,0.5,25,280,mf_Sixhump,2
1095,0.1,30,280,mf_Sixhump,2
1096,0.3,30,280,mf_Sixhump,2
1097,0.5,30,280,mf_Sixhump,2
1098,0.1,35,280,mf_Sixhump,2
1099,0.3,35,280,mf_Sixhump,2
1100,0.5,35,280,mf_Sixhump,2
1101,0.1,40,280,mf_Sixhump,2
1102,0.3,40,280,mf_Sixhump,2
1103,0.5,40,280,mf_Sixhump,2
1104,0.1,45,280,mf_Sixhump,2
1105,0.3,45,280,mf_Sixhump,2
1106,0.5,45,280,mf_Sixhump,2
1107,0.1,50,280,mf_Sixhump,2
1108,0.3,50,280,mf_Sixhump,2
1109,0.5,50,280,mf_Sixhump,2
1110,0.1,55,280,mf_Sixhump,2
1111,0.3,55,280,mf_Sixhump,2
1112,0.5,55,280,mf_Sixhump,2
1113,0.1,60,280,mf_Sixhump,2
1114,0.3,60,280,mf_Sixhump,2
1115,0.5,60,280,mf_Sixhump,2
1116,0.1,65,280,mf_Sixhump,2
1117,0.3,65,280,mf_Sixhump,2
1118,0.5,65,280,mf_Sixhump,2
1119,0.1,70,280,mf_Sixhump,2
1120,0.3,70,280,mf_Sixhump,2
1121,0.5,70,280,mf_Sixhump,2
1122,0.1,75,280,mf_Sixhump,2
1123,0.3,75,280,mf_Sixhump,2
1124,0.5,75,280,mf_Sixhump,2
1125,0.1,80,280,mf_Sixhump,2
1126,0.3,80,280,mf_Sixhump,2
1127,0.5,80,280,mf_Sixhump,2
1128,0.1,85,280,mf_Sixhump,2
1129,0.3,85,280,mf_Sixhump,2
1130,0.5,85,280,mf_Sixhump,2
1131,0.1,90,280,mf_Sixhump,2
1132,0.3,90,280,mf_Sixhump,2
1133,0.5,90,280,mf_Sixhump,2
1134,0.1,95,280,mf_Sixhump,2
1135,0.3,95,280,mf_Sixhump,2
1136,0.5,95,280,mf_Sixhump,2
1137,0.1,100,280,mf_Sixhump,2
1138,0.3,100,280,mf_Sixhump,2
1139,0.5,100,280,mf_Sixhump,2
1140,0.1,5,300,mf_Sixhump,2
1141,0.3,5,300,mf_Sixhump,2
1142,0.5,5,300,mf_Sixhump,2
1143,0.1,10,300,mf_Sixhump,2
1144,0.3,10,300,mf_Sixhump,2
1145,0.5,10,300,mf_Sixhump,2
1146,0.1,15,300,mf_Sixhump,2
1147,0.3,15,300,mf_Sixhump,2
1148,0.5,15,300,mf_Sixhump,2
1149,0.1,20,300,mf_Sixhump,2
1150,0.3,20,300,mf_Sixhump,2
1151,0.5,20,300,mf_Sixhump,2
1152,0.1,25,300,mf_Sixhump,2
1153,0.3,25,300,mf_Sixhump,2
1154,0.5,25,300,mf_Sixhump,2
1155,0.1,30,300,mf_Sixhump,2
1156,0.3,30,300,mf_Sixhump,2
1157,0.5,30,300,mf_Sixhump,2
1158,0.1,35,300,mf_Sixhump,2
1159,0.3,35,300,mf_Sixhump,2
1160,0.5,35,300,mf_Sixhump,2
1161,0.1,40,300,mf_Sixhump,2
1162,0.3,40,300,mf_Sixhump,2
1163,0.5,40,300,mf_Sixhump,2
1164,0.1,45,300,mf_Sixhump,2
1165,0.3,45,300,mf_Sixhump,2
1166,0.5,45,300,mf_Sixhump,2
1167,0.1,50,300,mf_Sixhump,2
1168,0.3,50,300,mf_Sixhump,2
1169,0.5,50,300,mf_Sixhump,2
1170,0.1,55,300,mf_Sixhump,2
1171,0.3,55,300,mf_Sixhump,2
1172,0.5,55,300,mf_Sixhump,2
1173,0.1,60,300,mf_Sixhump,2
1174,0.3,60,300,mf_Sixhump,2
1175,0.5,60,300,mf_Sixhump,2
1176,0.1,65,300,mf_Sixhump,2
1177,0.3,65,300,mf_Sixhump,2
1178,0.5,65,300,mf_Sixhump,2
1179,0.1,70,300,mf_Sixhump,2
1180,0.3,70,300,mf_Sixhump,2
1181,0.5,70,300,mf_Sixhump,2
1182,0.1,75,300,mf_Sixhump,2
1183,0.3,75,300,mf_Sixhump,2
1184,0.5,75,300,mf_Sixhump,2
1185,0.1,80,300,mf_Sixhump,2
1186,0.3,80,300,mf_Sixhump,2
1187,0.5,80,300,mf_Sixhump,2
1188,0.1,85,300,mf_Sixhump,2
1189,0.3,85,300,mf_Sixhump,2
1190,0.5,85,300,mf_Sixhump,2
1191,0.1,90,300,mf_Sixhump,2
1192,0.3,90,300,mf_Sixhump,2
1193,0.5,90,300,mf_Sixhump,2
1194,0.1,95,300,mf_Sixhump,2
1195,0.3,95,300,mf_Sixhump,2
1196,0.5,95,300,mf_Sixhump,2
1197,0.1,100,300,mf_Sixhump,2
1198,0.3,100,300,mf_Sixhump,2
1199,0.5,100,300,mf_Sixhump,2
1200,0.1,5,120,mf_Sixhump,3
1201,0.3,5,120,mf_Sixhump,3
1202,0.5,5,120,mf_Sixhump,3
1203,0.1,10,120,mf_Sixhump,3
1204,0.3,10,120,mf_Sixhump,3
1205,0.5,10,120,mf_Sixhump,3
1206,0.1,15,120,mf_Sixhump,3
1207,0.3,15,120,mf_Sixhump,3
1208,0.5,15,120,mf_Sixhump,3
1209,0.1,20,120,mf_Sixhump,3
1210,0.3,20,120,mf_Sixhump,3
1211,0.5,20,120,mf_Sixhump,3
1212,0.1,25,120,mf_Sixhump,3
1213,0.3,25,120,mf_Sixhump,3
1214,0.5,25,120,mf_Sixhump,3
1215,0.1,30,120,mf_Sixhump,3
1216,0.3,30,120,mf_Sixhump,3
1217,0.5,30,120,mf_Sixhump,3
1218,0.1,35,120,mf_Sixhump,3
1219,0.3,35,120,mf_Sixhump,3
1220,0.5,35,120,mf_Sixhump,3
1221,0.1,40,120,mf_Sixhump,3
1222,0.3,40,120,mf_Sixhump,3
1223,0.5,40,120,mf_Sixhump,3
1224,0.1,45,120,mf_Sixhump,3
1225,0.3,45,120,mf_Sixhump,3
1226,0.5,45,120,mf_Sixhump,3
1227,0.1,50,120,mf_Sixhump,3
1228,0.3,50,120,mf_Sixhump,3
1229,0.5,50,120,mf_Sixhump,3
1230,0.1,55,120,mf_Sixhump,3
1231,0.3,55,120,mf_Sixhump,3
1232,0.5,55,120,mf_Sixhump,3
1233,0.1,60,120,mf_Sixhump,3
1234,0.3,60,120,mf_Sixhump,3
1235,0.5,60,120,mf_Sixhump,3
1236,0.1,65,120,mf_Sixhump,3
1237,0.3,65,120,mf_Sixhump,3
1238,0.5,65,120,mf_Sixhump,3
1239,0.1,70,120,mf_Sixhump,3
1240,0.3,70,120,mf_Sixhump,3
1241,0.5,70,120,mf_Sixhump,3
1242,0.1,75,120,mf_Sixhump,3
1243,0.3,75,120,mf_Sixhump,3
1244,0.5,75,120,mf_Sixhump,3
1245,0.1,80,120,mf_Sixhump,3
1246,0.3,80,120,mf_Sixhump,3
1247,0.5,80,120,mf_Sixhump,3
1248,0.1,85,120,mf_Sixhump,3
1249,0.3,85,120,mf_Sixhump,3
1250,0.5,85,120,mf_Sixhump,3
1251,0.1,90,120,mf_Sixhump,3
1252,0.3,90,120,mf_Sixhump,3
1253,0.5,90,120,mf_Sixhump,3
1254,0.1,95,120,mf_Sixhump,3
1255,0.3,95,120,mf_Sixhump,3
1256,0.5,95,120,mf_Sixhump,3
1257,0.1,100,120,mf_Sixhump,3
1258,0.3,100,120,mf_Sixhump,3
1259,0.5,100,120,mf_Sixhump,3
1260,0.1,5,140,mf_Sixhump,3
1261,0.3,5,140,mf_Sixhump,3
1262,0.5,5,140,mf_Sixhump,3
1263,0.1,10,140,mf_Sixhump,3
1264,0.3,10,140,mf_Sixhump,3
1265,0.5,10,140,mf_Sixhump,3
1266,0.1,15,140,mf_Sixhump,3
1267,0.3,15,140,mf_Sixhump,3
1268,0.5,15,140,mf_Sixhump,3
1269,0.1,20,140,mf_Sixhump,3
1270,0.3,20,140,mf_Sixhump,3
1271,0.5,20,140,mf_Sixhump,3
1272,0.1,25,140,mf_Sixhump,3
1273,0.3,25,140,mf_Sixhump,3
1274,0.5,25,140,mf_Sixhump,3
1275,0.1,30,140,mf_Sixhump,3
1276,0.3,30,140,mf_Sixhump,3
1277,0.5,30,140,mf_Sixhump,3
1278,0.1,35,140,mf_Sixhump,3
1279,0.3,35,140,mf_Sixhump,3
1280,0.5,35,140,mf_Sixhump,3
1281,0.1,40,140,mf_Sixhump,3
1282,0.3,40,140,mf_Sixhump,3
1283,0.5,40,140,mf_Sixhump,3
1284,0.1,45,140,mf_Sixhump,3
1285,0.3,45,140,mf_Sixhump,3
1286,0.5,45,140,mf_Sixhump,3
1287,0.1,50,140,mf_Sixhump,3
1288,0.3,50,140,mf_Sixhump,3
1289,0.5,50,140,mf_Sixhump,3
1290,0.1,55,140,mf_Sixhump,3
1291,0.3,55,140,mf_Sixhump,3
1292,0.5,55,140,mf_Sixhump,3
1293,0.1,60,140,mf_Sixhump,3
1294,0.3,60,140,mf_Sixhump,3
1295,0.5,60,140,mf_Sixhump,3
1296,0.1,65,140,mf_Sixhump,3
1297,0.3,65,140,mf_Sixhump,3
1298,0.5,65,140,mf_Sixhump,3
1299,0.1,70,140,mf_Sixhump,3
1300,0.3,70,140,mf_Sixhump,3
1301,0.5,70,140,mf_Sixhump,3
1302,0.1,75,140,mf_Sixhump,3
1303,0.3,75,140,mf_Sixhump,3
1304,0.5,75,140,mf_Sixhump,3
1305,0.1,80,140,mf_Sixhump,3
1306,0.3,80,140,mf_Sixhump,3
1307,0.5,80,140,mf_Sixhump,3
1308,0.1,85,140,mf_Sixhump,3
1309,0.3,85,140,mf_Sixhump,3
