,method,num_hf,num_lf,problem,seed
292,hk,6,70,Forrester_1a,2
293,hk,8,70,Forrester_1a,2
294,hk,10,70,Forrester_1a,2
295,hk,12,70,Forrester_1a,2
296,hk,14,70,Forrester_1a,2
297,hk,16,70,Forrester_1a,2
298,hk,18,70,Forrester_1a,2
299,hk,20,70,Forrester_1a,2
300,hk,2,75,Forrester_1a,2
301,hk,4,75,Forrester_1a,2
302,hk,6,75,Forrester_1a,2
303,hk,8,75,Forrester_1a,2
304,hk,10,75,Forrester_1a,2
305,hk,12,75,Forrester_1a,2
306,hk,14,75,Forrester_1a,2
307,hk,16,75,Forrester_1a,2
308,hk,18,75,Forrester_1a,2
309,hk,20,75,Forrester_1a,2
310,hk,2,80,Forrester_1a,2
311,hk,4,80,Forrester_1a,2
312,hk,6,80,Forrester_1a,2
313,hk,8,80,Forrester_1a,2
314,hk,10,80,Forrester_1a,2
315,hk,12,80,Forrester_1a,2
316,hk,14,80,Forrester_1a,2
317,hk,16,80,Forrester_1a,2
318,hk,18,80,Forrester_1a,2
319,hk,20,80,Forrester_1a,2
320,hk,2,85,Forrester_1a,2
321,hk,4,85,Forrester_1a,2
322,hk,6,85,Forrester_1a,2
323,hk,8,85,Forrester_1a,2
324,hk,10,85,Forrester_1a,2
325,hk,12,85,Forrester_1a,2
326,hk,14,85,Forrester_1a,2
327,hk,16,85,Forrester_1a,2
328,hk,18,85,Forrester_1a,2
329,hk,20,85,Forrester_1a,2
330,hk,2,90,Forrester_1a,2
331,hk,4,90,Forrester_1a,2
332,hk,6,90,Forrester_1a,2
333,hk,8,90,Forrester_1a,2
334,hk,10,90,Forrester_1a,2
335,hk,12,90,Forrester_1a,2
336,hk,14,90,Forrester_1a,2
337,hk,16,90,Forrester_1a,2
338,hk,18,90,Forrester_1a,2
339,hk,20,90,Forrester_1a,2
340,hk,2,95,Forrester_1a,2
341,hk,4,95,Forrester_1a,2
342,hk,6,95,Forrester_1a,2
343,hk,8,95,Forrester_1a,2
344,hk,10,95,Forrester_1a,2
345,hk,12,95,Forrester_1a,2
346,hk,14,95,Forrester_1a,2
347,hk,16,95,Forrester_1a,2
348,hk,18,95,Forrester_1a,2
349,hk,20,95,Forrester_1a,2
