nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.75881267,0.07924355,0.9824220973354989,1.4416795,0.9797377,0.21435806,0.970143650740006,-0.41241699409301363,0.8612425477060421
