nmae,nrmse,r2,log_likelihood,lf_nmae,lf_nrmse,lf_r2,beta_0,beta_1
0.594278,0.08156055,0.9813791464429703,1.3998928,0.94601196,0.21431176,0.970156547920748,-0.4131291718874267,0.8596157450642256
